lead_id,property_name,contact_name,role,email,phone,city,country,website,lead_source,partner_id,partner_role,package,deal_value_eur,status,priority,qualification_score,last_contact,next_follow_up,follow_up_mode,thread_sender,thread_id,owner,opt_out,payment_status,amount_collected_eur,commission_rate,commission_eur,commission_status,notes
LSG-H-0036,La Pieve Casale di Charme,,,info@agriturismocharmetoscana.com,,Colle Val D'Elsa,Italy,https://www.agriturismocharmetoscana.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e91dbdbb8e,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3723591141358020532; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.agriturismocharmetoscana.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di soggiorno nella campagna di Colle Val d'Elsa; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:30:00Z; message 1a08635c50a55742; receipt 1a08635c50a55742.json."
LSG-H-0037,Borgo Tepolini,,,info@borgotepolini.it,,Castel del Piano,Italy,https://www.borgotepolini.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9207d41e5,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-825940102376438546; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.borgotepolini.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra ospitalità a Castel del Piano, tra Amiata e Val d'Orcia; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:28:00Z; message 1a08635924d4584d; receipt 1a08635924d4584d.json."
LSG-H-0038,Locanda di San Francesco,,,info@locandasanfrancesco.it,,Montepulciano,Italy,https://www.locandasanfrancesco.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9219000ab,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r6826179464296498845; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.locandasanfrancesco.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra locanda nel centro di Montepulciano; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:26:00Z; message 1a086354434add8e; receipt 1a086354434add8e.json."
LSG-H-0039,Locanda al Colle,,,info@locandaalcolle.it,,Camaiore,Italy,https://www.locandaalcolle.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9516fa8eb,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r62642836017451513; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.locandaalcolle.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra ospitalità sulle colline di Camaiore; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:24:00Z; message 1a086350f4ff29ae; receipt 1a086350f4ff29ae.json."
LSG-H-0040,Casa Fabbrini,,,toscana@casafabbrini.it,,San Casciano dei Bagni,Italy,https://www.casafabbrini.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e965a0fef0,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5817396794581005976; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.casafabbrini.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra casa di campagna in Toscana, a San Casciano dei Bagni; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:22:00Z; message 1a08634d96051745; receipt 1a08634d96051745.json."
LSG-H-0041,Iblaresort,,,info@iblaresort.com,,Ragusa,Italy,https://www.iblaresort.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9925cf89d,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-6627078331093661656; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.iblaresort.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità a Ragusa Ibla; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:20:00Z; message 1a086349c7680ce0; receipt 1a086349c7680ce0.json."
LSG-H-0042,Castello Camemi,,,info@castellocamemi.com,,Vizzini Scalo,Italy,https://www.castellocamemi.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9b0028423,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-4967936437763848491; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.castellocamemi.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora nella campagna di Vizzini; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:18:00Z; message 1a086346206a2f78; receipt 1a086346206a2f78.json."
LSG-H-0043,Donna Coraly Resort,,,info@donnacoraly.it,,Siracusa,Italy,https://www.donnacoraly.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9bf048855,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-1065291085815737554; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.donnacoraly.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora di campagna vicino a Siracusa; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:16:00Z; message 1a086341b4e3d0fb; receipt 1a086341b4e3d0fb.json."
LSG-H-0044,San Carlo Suites,,,info@sancarlosuites.com,,Noto,Italy,https://www.sancarlosuites.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9d5dfea5c,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3675635976739356340; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.sancarlosuites.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: le vostre suite nel centro storico di Noto; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:14:00Z; message 1a08633d22475fa1; receipt 1a08633d22475fa1.json."
LSG-H-0045,Wine Resort Villagrande,,,info@villagrande.it,,Milo,Italy,https://www.villagrande.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e9fc9bd8e3,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-5310698022568126965; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.villagrande.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: il legame tra ospitalità e vino a Milo, sull'Etna; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:12:00Z; message 1a08633a3566903f; receipt 1a08633a3566903f.json."
LSG-H-0046,Tenuta Cammarana,,,info@tenutacammarana.it,,Ragusa,Italy,https://www.tenutacammarana.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ea135326b9,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3893336336370435661; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.tenutacammarana.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora rurale nella campagna di Ragusa; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:10:00Z; message 1a0863372b6873ec; receipt 1a0863372b6873ec.json."
LSG-H-0047,Baglio Occhipinti,,,info@bagliocchipinti.com,,Vittoria,Italy,https://www.baglioocchipinti.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ea22a44a60,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-7418650040089621343; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.baglioocchipinti.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità rurale nella zona di Vittoria; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:08:00Z; message 1a086334269baa9e; receipt 1a086334269baa9e.json."
LSG-H-0048,Mandranova,,,reservation@mandranova.com,,Palma di Montechiaro,Italy,https://www.mandranova.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ebf48cd64a,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-6671071004713236092; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.mandranova.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: il legame tra ospitalità e produzione di olio a Mandranova; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:06:00Z; message 1a08633139d15560; receipt 1a08633139d15560.json."
LSG-H-0049,Montorio,,,info@montorio.com,,Montepulciano,Italy,https://www.montorio.com/en/contact,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec1caf67fe,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r1065555850526032663; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.montorio.com/en/contact; controllo storico Gmail senza precedenti 2026-09-08; tema: i vostri appartamenti nella campagna di Montepulciano; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:04:00Z; message 1a08632ecff15573; receipt 1a08632ecff15573.json."
LSG-H-0050,Le Alcove,,,info@lealcove.it,,Alberobello,Italy,https://lealcove.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec28a36728,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5949926812554374346; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://lealcove.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra ospitalità nei trulli di Alberobello; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:02:00Z; message 1a08632bd036e10c; receipt 1a08632bd036e10c.json."
LSG-H-0051,Palazzo Papaleo,,,info@hotelpalazzopapaleo.com,,Otranto,Italy,https://www.hotelpalazzopapaleo.com/en/contact,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec4bcf52ce,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-2986533322981416171; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.hotelpalazzopapaleo.com/en/contact; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora nel centro storico di Otranto; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:00:00Z; message 1a086329349f6a4e; receipt 1a086329349f6a4e.json."
LSG-H-0052,Relais Tenuta del Gallo,,,info@tenutadelgallo.com,,"Macchie, Amelia",Italy,https://tenutadelgallo.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec4fe21e82,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r902643286685496641; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://tenutadelgallo.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra tenuta sulle colline di Amelia; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:58:00Z; message 1a0863264f376dab; receipt 1a0863264f376dab.json."
LSG-H-0053,Podere Le Olle,,,info@podereleolle.it,,Montegabbione,Italy,https://www.cookingholidays.it/contacts/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec6047676a,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r6940319378422202992; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.cookingholidays.it/contacts/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di soggiorni ed esperienze di cucina in Umbria; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:56:00Z; message 1a0863234a30ecb5; receipt 1a0863234a30ecb5.json."
LSG-H-0054,Abbadia San Giorgio,,,info@abbadiasangiorgio.com,,Moneglia,Italy,https://abbadiasangiorgio.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ec99c33c7d,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3151599138130913989; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://abbadiasangiorgio.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il carattere storico della vostra ospitalità a Moneglia; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:54:00Z; message 1a08631f8b77ebb5; receipt 1a08631f8b77ebb5.json."
LSG-H-0055,Borgo Lucignanello,,,info@borgolucignanello.com,,Montalcino,Italy,https://www.borgolucignanello.com/it/contatti,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ecb134a20b,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r7630267232270921849; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.borgolucignanello.com/it/contatti; controllo storico Gmail senza precedenti 2026-09-08; tema: i vostri alloggi nel borgo di Lucignano d'Asso; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:52:00Z; message 1a08631a6f8d30aa; receipt 1a08631a6f8d30aa.json."
LSG-H-0056,Hotel Villa Santa Barbara,,,info@hotelvillasantabarbara.com,,Montefalco,Italy,https://www.hotelvillasantabarbara.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ecb49a8fa4,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r7589847371200563993; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.hotelvillasantabarbara.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora a Montefalco; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:50:00Z; message 1a086316f4346ee3; receipt 1a086316f4346ee3.json."
LSG-H-0057,Castello di Postignano,,,info@castellodipostignano.it,,Sellano,Italy,https://www.castellodipostignano.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ecc9b0f49c,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-8704583372188550428; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.castellodipostignano.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità nel borgo di Postignano; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:48:00Z; message 1a086314194b79ad; receipt 1a086314194b79ad.json."
LSG-H-0058,Villa Campestri Olive Oil Resort,,,villa.campestri@villacampestri.it,,Vicchio,Italy,https://www.villacampestri.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ece233e1bf,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-6263400159586234043; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.villacampestri.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il ruolo dell'olio e delle degustazioni nella vostra proposta; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:46:00Z; message 1a08630ffe138440; receipt 1a08630ffe138440.json."
LSG-H-0059,Villa Le Barone,,,info@villalebarone.com,,Panzano in Chianti,Italy,https://www.villalebarone.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ed1abe3b31,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-6122047348069429786; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.villalebarone.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra villa a Panzano in Chianti; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:42:00Z; message 1a0863092b8482c3; receipt 1a0863092b8482c3.json."
LSG-H-0060,Hotel Ilio,,,booking@hotelilio.com,,"Sant'Andrea, Isola d'Elba",Italy,https://www.hotelilio.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ed020c8607,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r8242510823305637952; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.hotelilio.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità a Sant'Andrea, sull'Isola d'Elba; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T12:44:00Z; message 1a08630cdc6ab40f; receipt 1a08630cdc6ab40f.json."
